№ вагона;Собственник вагона;аренда;куда в ремонт;рамы;КП;Ст. отправления;Дорога отпр;Грузоотправитель (факт);Ст. назначения;Дорога назн;Грузополучатель (факт);Ст. операции;Дорога операции;Груз;Вес;№ накладной;Дата отправки вагона;Дата операции;Дата прибытия;Дата прибытия ПЛАН;срок доставки ЭТРАН
59095927;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ГОТНЯ;ЮВС;"ООО ""БАЛТСЕРВИС""";ПАЛЛАСОВКА;ПРВ;"ОАО ""Палласовский элеватор""";ПАЛЛАСОВКА;ПРВ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭГ600983;13.01.2019;23.01.2019;23.01.2019;31.01.2019;20.01.2019
95056362;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;КРАСНЫЙ ГУЛЯЙ;КБШ;;ШАМХАЛ;СКВ;;ИМ.МАКСИМА ГОРЬКОГО;ПРВ;ПЕСОК КВАРЦЕВЫЙ, КРОМЕ СТРОИТЕЛЬНОГО;68;ЭЙ595484;19.05.2019;22.05.2019;;;27.05.2019
59941534;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";БЕЛИДЖИ;СКВ;"ООО ПТИЦЕФАБРИКА ""ГЮНЕЙ""";КОММУНИСТИЧЕСКИЙ (РЗД);ПРВ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;64;27209032;15.05.2019;22.05.2019;;31.05.2019;02.06.2019
59940718;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ПУГАЧЕВСК;ПРВ;"ООО "" АТК""";АСТАРА (ЭКСП.);АЗР;;БАЛАДЖАРЫ;АЗР;ПШЕНИЦА;70;27148511;30.04.2019;07.05.2019;;;11.05.2019
95050332;108м3;#N/A;#N/A;#N/A;норм;СЫЗРАНЬ 1;КБШ;"ООО ""БАЛТСЕРВИС""";КОСТАНАЙ;КЗХ;Грузо-ль - ТГНЛ 0208 - Станция 68400 - Jan 20 2019;КОСТАНАЙ;КЗХ;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые для очистки, промывки или дезинфекции или из очистки, промывки или дезинфекции;0;27149000;01.05.2019;08.05.2019;08.05.2019;;09.05.2019
59792598;108м3;#N/A;#N/A;#N/A;норм;БУГУЛЬМА;КБШ;"ООО ""БАЛТСЕРВИС""";КРАСНОЗЕРСКОЕ;ЗСБ;"ОАО ""Половинновский элеватор""";КРАСНОЗЕРСКОЕ;ЗСБ;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые для очистки, промывки или дезинфекции или из очистки, промывки или дезинфекции;0;ЭИ981796;05.05.2019;13.05.2019;13.05.2019;14.05.2019;14.05.2019
95905923;108м3;#N/A;#N/A;БР Китай;норм;БРОННИЦЫ;МСК;"ООО ""БАЛТСЕРВИС""";РАНЕНБУРГ;ЮВС;"ООО ""Раненбургъ""";РАНЕНБУРГ;ЮВС;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭИ874119;03.05.2019;10.05.2019;10.05.2019;10.05.2019;08.05.2019
59889568;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;АРЗАМАС 2;ГОР;;ШАДРИНСК;ЮУР;;ШАДРИНСК;ЮУР;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;20.05.2019;;22.05.2019;
59899054;СТА 108м3;#N/A;#N/A;#N/A;#N/A;СКИДЕЛЬ;БЕЛ;;ЛЕЛЕКОВКА;ОДС;;КАЗАТИН II;ЮЗП;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;22.05.2019;;;
59897934;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ДРАУГИСТЕ-ПОРТ(ЭКСП.);ЛИТ;;ДАШТОБОД;УЗБ;;ДРАУГИСТЕ;ЛИТ;"ЕТСНГ ""отсутствует"". Слежение: Dec 21 2012";66;;;21.05.2019;;25.05.2019;
59882423;108м3;#N/A;Ожерелье;#N/A;ТОНКОМЕР;НОВОХОПЕРСК;ЮВС;"ООО ""БАЛТСЕРВИС""";ОЖЕРЕЛЬЕ;МСК;"ООО ""Каширский вагоноремонтный завод ""Новотранс""";НОВОХОПЕРСК;ЮВС;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые в ремонт или из ремонта;0;ЭЙ690623;21.05.2019;22.05.2019;;;26.05.2019
95051264;108м3;#N/A;#N/A;#N/A;норм;ГОТНЯ;ЮВС;"ООО ""БАЛТСЕРВИС""";БЕЛОЕ ОЗЕРО;КБШ;"ООО ""БАЛТСЕРВИС""";ДЕМА;КБШ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ310332;14.05.2019;22.05.2019;;;23.05.2019
59881771;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;Неизвестный пункт;;;ДРАУГИСТЕ-ПОРТ(ЭКСП.);ЛИТ;;ДРАУГИСТЕ;ЛИТ;ЖМЫХИ;58;;;18.05.2019;;;
59886226;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ОЖЕРЕЛЬЕ;МСК;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ОЖЕРЕЛЬЕ;МСК;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;27240113;21.05.2019;21.05.2019;;02.06.2019;30.05.2019
59450601;108м3;#N/A;СТЖ;#N/A;норм;ВЫСЕЛКИ;СКВ;;ВЫСЕЛКИ;СКВ;;ВЫСЕЛКИ;СКВ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;63;;;16.05.2019;;19.05.2019;
95904744;108м3;#N/A;#N/A;БР Китай;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ЛАТНАЯ;ЮВС;"Открытое акционерное общество ""Липецкмясопром""";ЛАТНАЯ;ЮВС;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;67;27215891;15.05.2019;21.05.2019;21.05.2019;24.05.2019;25.05.2019
95075651;108м3;#N/A;#N/A;БР Китай;норм;БРЯНСК-ВОСТОЧНЫЙ;МСК;"ООО ""БАЛТСЕРВИС""";ТАЛОВАЯ;ЮВС;"ООО ""БАЛТСЕРВИС""";ТАЛОВАЯ;ЮВС;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые для очистки, промывки или дезинфекции или из очистки, промывки или дезинфекции;0;ЭЙ413729;16.05.2019;21.05.2019;20.05.2019;22.05.2019;22.05.2019
59888719;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ИНГАШСКАЯ;КРС;"ООО ""Нижнеингашское ХПП""";САНКТ-ПЕТЕРБУРГ-ТОВ.-МОСКОВСК;ОКТ;"ОАО ""Ленинградский комбинат хлебопродуктов  им. С.М. Кирова""";КАЛАЧИНСКАЯ;ЗСБ;ПШЕНИЦА;69;ЭЙ542142;18.05.2019;22.05.2019;;;12.06.2019
95054219;108м3;#N/A;#N/A;#N/A;норм;ШИРА;КРС;"Общество с ограниченной ответственностью ""Ширинский элеватор""";САНКТ-ПЕТЕРБУРГ-ТОВ.-МОСКОВСК;ОКТ;"ОАО ""Ленинградский комбинат хлебопродуктов  им. С.М. Кирова""";ШИРА;КРС;ПШЕНИЦА;70;ЭЙ589990;19.05.2019;19.05.2019;;;07.06.2019
95058764;108м3;#N/A;#N/A;БР Китай;ТОНКОМЕР;КЕНЗИНО;КБШ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;;СТАРОЖИЛОВО;МСК;СЕМЕНА МАСЛИЧНЫХ КУЛЬТУР, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;68;27245789;21.05.2019;22.05.2019;;31.05.2019;31.05.2019
95049938;108м3;#N/A;#N/A;#N/A;норм;ПОГРОМНОЕ;ЮУР;"ОАО ""Погроминский элеватор""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";КЯНА;ЛИТ;ПШЕНИЦА;69;27225427;16.05.2019;22.05.2019;;26.05.2019;30.05.2019
59091967;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ПОДБЕРЕЗЬЕ;ОКТ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;27200701;11.05.2019;20.05.2019;20.05.2019;24.05.2019;20.05.2019
59940874;108м3;#N/A;#N/A;#N/A;норм;ДЕМА;КБШ;"ООО ""БАЛТСЕРВИС""";НОВОИШИМСКАЯ;КЗХ;;ТОБОЛ;КЗХ;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые в ремонт или из ремонта;0;27221489;17.05.2019;22.05.2019;;;23.05.2019
59096651;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;БЕЛОЕ ОЗЕРО;КБШ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ЛУЖСКАЯ;ОКТ;ПШЕНИЦА;69;ЭЙ292923;12.05.2019;19.05.2019;;23.05.2019;29.05.2019
95079349;108м3;#N/A;#N/A;#N/A;норм;ТАЛОВАЯ;ЮВС;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;ЗЕРНО БОБОВ;70;27182585;13.05.2019;21.05.2019;21.05.2019;24.05.2019;24.05.2019
59884965;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ЗЕМЕТЧИНО;КБШ;"Закрытое акционерное общество ""ИМПУЛЬС-ИНВЕСТ""";КОНАКОВО ГРЭС;ОКТ;"АО ""Агрофирма Дмитрова Гора""";ТВЕРЬ;ОКТ;ЗЕРНО КУКУРУЗЫ;63;ЭЙ336307;13.05.2019;22.05.2019;;22.05.2019;19.05.2019
95052759;108м3;#N/A;#N/A;#N/A;норм;ЛЬГОВ-КИЕВСКИЙ;МСК;"ООО ""БАЛТСЕРВИС""";АТКАРСК;ПРВ;"ОАО""Аткарский МЭЗ""";РЖАВА;ЮВС;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые в ремонт или из ремонта;0;ЭЙ521224;20.05.2019;22.05.2019;;;26.05.2019
59882142;108м3;#N/A;СТЖ;#N/A;норм;АЧИНСК 1;КРС;"Общество с ограниченной ответственностью "" Хозяин""";СМОРГОНЬ;БЕЛ;"ООО ""Белагротерминал""";ОРША-ВОСТОЧНАЯ;БЕЛ;СЕМЕНА МАСЛИЧНЫХ КУЛЬТУР, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;65;27206592;13.05.2019;22.05.2019;;27.05.2019;07.06.2019
59882084;108м3;#N/A;#N/A;#N/A;норм;СМОРГОНЬ;БЕЛ;;ШИПОВКА;КЛГ;;ШИПОВКА;КЛГ;ЖМЫХИ;52;;;12.04.2019;;13.04.2019;
59897793;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;БЕЗЕНЧУК;КБШ;"ЗАО ""Самараагропромпереработка""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ВЯЗЬМА;МСК;ШРОТ, СОДЕРЖАЩИЙ НЕ БОЛЕЕ 1,5% МАСЛА И НЕ БОЛЕЕ 11% ВЛАГИ;62;27202097;15.05.2019;22.05.2019;;28.05.2019;28.05.2019
59090423;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;КАЛИНИНГРАД-СОРТИРОВОЧНЫЙ;КЛГ;"ООО ""БАЛТСЕРВИС""";ПАЛЛАСОВКА;ПРВ;"ОАО ""Палласовский элеватор""";ПАЛЛАСОВКА;ПРВ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;26527380;05.01.2019;15.01.2019;15.01.2019;;18.01.2019
59896811;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ПОСЕВНАЯ;ЗСБ;Грузо-ль - ТГНЛ 3014 - Станция 85250 - Sep  1 2016;СМОРГОНЬ;БЕЛ;"ООО ""Белагротерминал""";СМОРГОНЬ;БЕЛ;СЕМЕНА МАСЛИЧНЫХ КУЛЬТУР, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;65;27182223;07.05.2019;20.05.2019;20.05.2019;21.05.2019;30.05.2019
95906046;108м3;#N/A;#N/A;БР Китай;норм;ТЕРЕНСАЙ;ЮУР;;ТЕРЕНСАЙ;ЮУР;;ТЕРЕНСАЙ;ЮУР;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;18.05.2019;;;
59886531;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;БРОННИЦЫ;МСК;"ООО ""БАЛТСЕРВИС""";ТУЛИНОВО;ЮВС;"ООО ""БАЛТСЕРВИС""";ТУЛИНОВО;ЮВС;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭИ901826;06.05.2019;21.05.2019;11.05.2019;;12.05.2019
59899351;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;АЛЕЙСКАЯ;ЗСБ;"ООО ""БАЛТСЕРВИС""";МАРИИНСК;КРС;"Общество с ограниченной ответственностью ""Мариинский элеватор""";МАРИИНСК;КРС;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ369042;15.05.2019;19.05.2019;19.05.2019;;21.05.2019
59450908;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ВАРЕНА;ЛИТ;;ЧЕРНЯХОВСК;КЛГ;;ЧЕРНЯХОВСК;КЛГ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;20.05.2019;;;
95904827;108м3;#N/A;#N/A;#N/A;норм;ХАВА;ЮВС;"ООО ""Аквилон""";НЕВЕЛЬ 2;ОКТ;"Общество с ограниченной ответственностью ""Великолукский свиноводческий комплекс""";НЕВЕЛЬ 2;ОКТ;ШРОТ, СОДЕРЖАЩИЙ НЕ БОЛЕЕ 1,5% МАСЛА И НЕ БОЛЕЕ 11% ВЛАГИ;63;ЭИ798568;03.05.2019;18.05.2019;16.05.2019;11.05.2019;20.05.2019
59896019;108м3;#N/A;#N/A;#N/A;норм;ЛУГОВОЕ-НОВОЕ;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ445140;15.05.2019;16.05.2019;16.05.2019;22.05.2019;18.05.2019
59888388;108м3;#N/A;#N/A;#N/A;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ТОЛМАЧЕВО;ОКТ;"ОАО ""Лужский комбикормовый завод""";ТОЛМАЧЕВО;ОКТ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;65;27161544;03.05.2019;21.05.2019;15.05.2019;14.05.2019;11.05.2019
59888040;108м3;#N/A;#N/A;#N/A;норм;ЖАНАТАС;КЗХ;;САЛА;ОКТ;;ЯРОСЛАВЛЬ-ГЛАВНЫЙ;СЕВ;ФОСФОРИТЫ;69;;;22.05.2019;;22.05.2019;
59793794;108м3;#N/A;#N/A;#N/A;норм;ЧИШМЫ;КБШ;Грузо-ль - ТГНЛ 6029 - Станция 65150 - Dec 24 2015;ЛИЕПАЯ (ЭКСП.);ЛАТ;"ООО ЛСЭЗ ""ДУНА""";САНДАРОВО;МСК;Пеллеты (гранулы) из лузги подсолнечника;57;27229203;17.05.2019;22.05.2019;;28.05.2019;01.06.2019
59887364;108м3;#N/A;#N/A;#N/A;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ОЖЕРЕЛЬЕ;МСК;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""Ожерельевский комбикормовый завод""";КЯНА;ЛИТ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;67;27239485;21.05.2019;22.05.2019;;28.05.2019;30.05.2019
59896928;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;САРА;ЮУР;"Общество с ограниченной ответственностью ""ВСВ-Компани""";ЛИПЕЦК;ЮВС;"Филиал ""Липецкхлебмакаронпром "" ""Подгоренский мукомольный завод""";ПЕНЗА 3;КБШ;ПШЕНИЦА;70;ЭЙ514646;16.05.2019;22.05.2019;;;03.06.2019
59896027;108м3;#N/A;#N/A;#N/A;норм;АРЗАМАС 2;ГОР;"ООО ""БАЛТСЕРВИС""";ЗАОЗЕРНАЯ;КРС;"ООО ""Мильман-Агро""";БУЛАЕВО 1;ЮУР;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые для очистки, промывки или дезинфекции или из очистки, промывки или дезинфекции;0;ЭЙ570843;17.05.2019;22.05.2019;;;29.05.2019
59896787;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ПРИДОНСКАЯ;ЮВС;"ООО ""ЛИСКо БРОЙЛЕР""";ПРИДОНСКАЯ;ЮВС;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;67;27203748;13.05.2019;20.05.2019;19.05.2019;23.05.2019;24.05.2019
59898528;108м3;#N/A;#N/A;#N/A;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";НОВОСИБИРСК-ЗАПАДНЫЙ;ЗСБ;"АО ""Кудряшовское""";НОВОСИБИРСК-ЗАПАДНЫЙ;ЗСБ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;61;27177992;07.05.2019;18.05.2019;15.05.2019;26.05.2019;31.05.2019
95083341;108м3;#N/A;#N/A;#N/A;норм;БРЯНСК-ВОСТОЧНЫЙ;МСК;"ООО ""БАЛТСЕРВИС""";ЛЬГОВ-КИЕВСКИЙ;МСК;"ОАО ""Вагонная ремонтная компания - 2""";ЛЬГОВ-КИЕВСКИЙ;МСК;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые в ремонт или из ремонта;0;ЭИ774572;15.05.2019;21.05.2019;20.05.2019;;19.05.2019
95081758;108м3;#N/A;#N/A;#N/A;норм;ОТРОЖКА;ЮВС;"ООО ""БАЛТСЕРВИС""";КАРБЫШЕВО 2;ЗСБ;"ООО ""БАЛТСЕРВИС""";КАРБЫШЕВО 2;ЗСБ;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые для очистки, промывки или дезинфекции или из очистки, промывки или дезинфекции;0;ЭЙ041085;07.05.2019;17.05.2019;17.05.2019;27.05.2019;18.05.2019
59898999;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ТУЛИНОВО;ЮВС;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ТУЛИНОВО;ЮВС;ЗЕРНО БОБОВ;68;27249584;21.05.2019;21.05.2019;;01.06.2019;31.05.2019
59895946;108м3;#N/A;#N/A;#N/A;норм;ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";БАЛТИЙСК;КЛГ;;БАЛТИЙСК;КЛГ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭИ822311;03.05.2019;03.05.2019;03.05.2019;;06.05.2019
95900486;108м3;#N/A;#N/A;БР Китай;норм;ЖАБИНКА;БЕЛ;;ШИПОВКА;КЛГ;;КАЛИНИНГРАД-СОРТИРОВОЧНЫЙ;КЛГ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;21.05.2019;;30.05.2019;
95055653;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;МОСКВА-ТОВАРНАЯ-СМОЛЕНСКАЯ;МСК;"ООО ""БАЛТСЕРВИС""";МОРШАНСК;КБШ;"ООО ""БАЛТСЕРВИС""";МОРШАНСК;КБШ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ189968;09.05.2019;14.05.2019;14.05.2019;;16.05.2019
59096644;108м3;#N/A;#N/A;#N/A;норм;АКТОБЕ-2;КЗХ;;КЗЫЛ-ТУ;КЗХ;;ТАЛЬЩИК;КЗХ;ШРОТ КОРМОВОЙ, НЕ ПОИМЕНОВАННЫЙ В АЛФАВИТЕ;0;;;22.05.2019;;;
95058103;108м3;#N/A;#N/A;#N/A;норм;КРАСНЫЙ ГУЛЯЙ;КБШ;;ШАМХАЛ;СКВ;;КАШПИР;КБШ;ПЕСОК КВАРЦЕВЫЙ, КРОМЕ СТРОИТЕЛЬНОГО;70;ЭЙ669574;20.05.2019;22.05.2019;;;28.05.2019
95079737;108м3;#N/A;#N/A;#N/A;норм;КАРБЫШЕВО 2;ЗСБ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;СЕМЕНА МАСЛИЧНЫХ КУЛЬТУР, НЕ ПОИМЕНОВАННЫЕ В АЛФАВИТЕ;67;27144764;01.05.2019;14.05.2019;14.05.2019;13.05.2019;20.05.2019
59898718;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;КРАСНЫЙ ГУЛЯЙ;КБШ;;ШАМХАЛ;СКВ;;АСТРАХАНЬ 2;ПРВ;ПЕСОК КВАРЦЕВЫЙ, КРОМЕ СТРОИТЕЛЬНОГО;69;ЭЙ272978;12.05.2019;16.05.2019;17.05.2019;;20.05.2019
95048146;ЛГ;#N/A;#N/A;#N/A;#N/A;СМОРГОНЬ;БЕЛ;;БОБРОВИЦЫ;ЮЗП;;БЕРЕЖЕСТЬ;ЮЗП;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;;;22.05.2019;;;
59450155;108м3;#N/A;#N/A;#N/A;норм;ПУГАЧЕВСК;ПРВ;"ООО "" АТК""";АСТАРА (ЭКСП.);АЗР;;БАЛАДЖАРЫ;АЗР;ПШЕНИЦА;70;27148511;30.04.2019;07.05.2019;;;11.05.2019
59886788;108м3;#N/A;#N/A;#N/A;норм;АРЗАМАС 2;ГОР;"ООО ""БАЛТСЕРВИС""";РУДНЫЙ КЛАД;ЮУР;ООО «ТрансГрейн»;АРЗАМАС 2;ГОР;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые для очистки, промывки или дезинфекции или из очистки, промывки или дезинфекции;0;ЭЙ696708;21.05.2019;21.05.2019;;;29.05.2019
59091652;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ЛЬГОВ-КИЕВСКИЙ;МСК;"ООО ""БАЛТСЕРВИС""";АТКАРСК;ПРВ;"ОАО""Аткарский МЭЗ""";РЖАВА;ЮВС;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые в ремонт или из ремонта;0;ЭЙ521275;20.05.2019;22.05.2019;;;26.05.2019
95077152;108м3;#N/A;СТЖ;#N/A;норм;ЕЙСК (ЭКСП.);СКВ;"ООО ""БАЛТСЕРВИС""";АПОЛЛОНСКАЯ;СКВ;"ООО ""БАЛТСЕРВИС""";АПОЛЛОНСКАЯ;СКВ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ096537;08.05.2019;13.05.2019;13.05.2019;22.05.2019;13.05.2019
59896472;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;НИЖНИЙ ЛОМОВ;КБШ;"ООО ""БАЛТСЕРВИС""";ИНГАШСКАЯ;КРС;"ООО ""Нижнеингашское ХПП""";КРАСНОЯРСК-ВОСТОЧНЫЙ;КРС;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ274324;12.05.2019;22.05.2019;;;25.05.2019
59882126;108м3;#N/A;#N/A;#N/A;норм;ОЖЕРЕЛЬЕ;МСК;"ООО ""БАЛТСЕРВИС""";ТОПЧИХА;ЗСБ;"ООО ""ПО ""ТОПЧИХИНСКИЙ МЕЛЬКОМБИНАТ""";ТОПЧИХА;ЗСБ;ВАГОНЫ ЖЕЛЕЗНОДОРОЖНЫЕ ВСЯКИЕ, ПЕРЕВОЗИМЫЕ НА СВОИХ ОСЯХ;0;ЭЙ149866;11.05.2019;21.05.2019;21.05.2019;;23.05.2019
59898619;108м3;#N/A;#N/A;#N/A;ТОНКОМЕР;ОЖЕРЕЛЬЕ;МСК;"ООО ""БАЛТСЕРВИС""";ШИПОВКА;КЛГ;"ООО ""БАЛТСЕРВИС""";КАЛИНИНГРАД-СОРТИРОВОЧНЫЙ;КЛГ;Вагоны железнодорожные порожние, перевозимые на своих осях, пересылаемые в ремонт или из ремонта;0;27213635;15.05.2019;22.05.2019;;18.05.2019;24.05.2019
